fit,user_id,item_id,weight_lbs,rating,rented_for,body_type,category,size,age,review_date,bust_size_num,bust_size_letter,height_in,review_month,review_day_of_month,review_year,recommend
large,856764,195124,130.0,8.0,party,full bust,dress,8,24.0,2015-05-28,34.0,4,68.0,5,28,2015,0
fit,607212,255986,108.0,10.0,wedding,petite,dress,1,31.0,2015-09-23,32.0,4,58.0,9,23,2015,1
small,288003,135459,,8.0,other,hourglass,dress,51,40.0,2014-06-21,38.0,4,67.0,6,21,2014,0
large,542299,2478494,157.0,8.0,everyday,athletic,top,20,40.0,2016-02-14,36.0,4,68.0,2,14,2016,0
fit,619343,1491763,160.0,10.0,date,hourglass,dress,12,32.0,2017-06-13,34.0,4,68.0,6,13,2017,1
fit,673807,806803,160.0,10.0,wedding,pear,dress,20,28.0,2014-04-01,34.0,2,65.0,4,1,2014,1
fit,918185,1113191,190.0,8.0,work,hourglass,dress,32,33.0,2017-02-10,36.0,4,65.0,2,10,2017,0
large,585216,341294,125.0,10.0,wedding,straight & narrow,dress,4,28.0,2015-10-29,34.0,3,63.0,10,29,2015,1
fit,851020,139086,160.0,10.0,formal affair,athletic,gown,17,34.0,2015-02-27,36.0,2,65.0,2,27,2015,1
fit,167242,125465,185.0,10.0,wedding,hourglass,gown,28,31.0,2014-08-25,36.0,4,62.0,8,25,2014,1
fit,649943,708064,135.0,10.0,party,pear,dress,8,29.0,2016-10-28,34.0,1,63.0,10,28,2016,1
fit,67759,1546247,126.0,10.0,other,hourglass,sheath,12,57.0,2017-06-13,32.0,5,66.0,6,13,2017,1
fit,666442,1043392,106.0,10.0,party,,gown,0,29.0,2017-12-11,,,64.0,12,11,2017,1
fit,21281,721424,,10.0,other,hourglass,dress,4,33.0,2016-02-01,32.0,4,64.0,2,1,2016,1
fit,7498,1505709,135.0,8.0,work,hourglass,dress,8,38.0,2016-10-14,36.0,5,65.0,10,14,2016,0
fit,778157,2903209,154.0,10.0,everyday,pear,top,8,42.0,2017-12-18,32.0,3,66.0,12,18,2017,1
small,570030,1982904,114.0,10.0,party,straight & narrow,sheath,8,25.0,2016-02-03,32.0,1,64.0,2,3,2016,1
small,284259,1000254,125.0,10.0,work,athletic,dress,12,36.0,2017-04-01,34.0,3,64.0,4,1,2017,1
fit,884870,1018841,140.0,10.0,date,hourglass,frock,8,28.0,2014-07-22,,,63.0,7,22,2014,1
small,61223,345146,118.0,8.0,date,hourglass,dress,8,26.0,2017-09-06,34.0,2,65.0,9,6,2017,0
fit,909769,182915,150.0,10.0,wedding,hourglass,dress,16,30.0,2012-10-05,34.0,3,66.0,10,5,2012,1
fit,226253,149739,135.0,8.0,formal affair,athletic,gown,12,22.0,2015-01-30,34.0,3,63.0,1,30,2015,0
small,121128,132135,,10.0,wedding,hourglass,gown,20,40.0,2014-09-29,36.0,4,65.0,9,29,2014,1
fit,515542,405944,,10.0,other,full bust,dress,45,26.0,2017-04-26,,,65.0,4,26,2017,1
fit,259225,645694,140.0,10.0,date,hourglass,gown,16,25.0,2016-12-08,36.0,3,64.0,12,8,2016,1
fit,87667,269950,,10.0,party,hourglass,dress,4,33.0,2017-11-12,32.0,4,64.0,11,12,2017,1
fit,938920,190793,120.0,10.0,wedding,straight & narrow,dress,4,43.0,2014-05-08,36.0,3,68.0,5,8,2014,1
small,237861,814116,160.0,10.0,wedding,athletic,dress,20,33.0,2015-08-11,36.0,2,69.0,8,11,2015,1
fit,437129,2340200,160.0,10.0,everyday,pear,sweater,14,39.0,2016-12-14,34.0,2,60.0,12,14,2016,1
fit,715673,1257812,115.0,10.0,other,pear,dress,4,37.0,2017-07-05,34.0,2,65.0,7,5,2017,1
fit,616957,1567172,145.0,8.0,party,athletic,dress,14,28.0,2017-04-12,34.0,4,64.0,4,12,2017,0
fit,492384,918064,145.0,8.0,work,athletic,sheath,8,29.0,2016-04-21,34.0,4,66.0,4,21,2016,0
fit,106863,127865,100.0,10.0,formal affair,petite,gown,8,31.0,2015-11-08,34.0,2,61.0,11,8,2015,1
fit,7498,1069002,135.0,10.0,work,hourglass,dress,14,38.0,2017-02-21,36.0,5,65.0,2,21,2017,1
fit,317501,1163553,,10.0,wedding,,dress,8,32.0,2017-12-27,34.0,2,69.0,12,27,2017,1
fit,31453,2273244,170.0,10.0,party,hourglass,jumpsuit,28,33.0,2017-07-24,36.0,3,67.0,7,24,2017,1
fit,571078,173235,150.0,10.0,formal affair,pear,sheath,16,40.0,2015-02-10,32.0,3,67.0,2,10,2015,1
fit,187699,2067504,117.0,10.0,party,,sweater,4,26.0,2016-11-28,34.0,2,63.0,11,28,2016,1
fit,52554,1661761,120.0,10.0,formal affair,hourglass,gown,8,35.0,2015-11-16,34.0,2,62.0,11,16,2015,1
fit,548016,129831,113.0,10.0,wedding,straight & narrow,dress,1,31.0,2014-05-14,32.0,1,66.0,5,14,2014,1
fit,231539,2225950,130.0,10.0,wedding,,skirt,14,31.0,2016-07-01,,,61.0,7,1,2016,1
fit,601451,2312066,190.0,10.0,party,,coat,20,40.0,2016-12-21,38.0,4,69.0,12,21,2016,1
large,762260,141761,120.0,10.0,wedding,athletic,dress,4,37.0,2014-09-22,34.0,1,64.0,9,22,2014,1
fit,119184,765872,120.0,6.0,formal affair,petite,gown,4,38.0,2014-11-10,34.0,2,63.0,11,10,2014,0
fit,241782,581032,135.0,10.0,other,hourglass,dress,8,28.0,2017-03-01,34.0,4,65.0,3,1,2017,1
fit,114809,989029,130.0,10.0,wedding,hourglass,gown,4,25.0,2017-09-14,32.0,4,64.0,9,14,2017,1
fit,279678,124204,125.0,8.0,party,apple,dress,8,34.0,2013-11-15,34.0,4,63.0,11,15,2013,0
large,949105,2493982,135.0,10.0,party,full bust,down,8,28.0,2017-10-30,34.0,3,65.0,10,30,2017,1
fit,758379,1347799,115.0,8.0,other,straight & narrow,dress,8,36.0,2016-12-29,32.0,4,66.0,12,29,2016,0
small,522695,1693615,,8.0,wedding,petite,dress,28,30.0,2015-11-18,34.0,4,63.0,11,18,2015,0
fit,439490,2622193,175.0,8.0,vacation,hourglass,pants,20,29.0,2017-07-27,32.0,5,71.0,7,27,2017,0
fit,107461,2835159,,8.0,formal affair,,jumpsuit,14,22.0,2017-08-30,,,66.0,8,30,2017,0
fit,832158,1573992,145.0,10.0,everyday,pear,dress,12,28.0,2016-09-06,36.0,2,65.0,9,6,2016,1
fit,366698,2228385,105.0,10.0,everyday,petite,top,1,31.0,2017-10-20,32.0,3,60.0,10,20,2017,1
fit,969423,141548,125.0,8.0,formal affair,pear,gown,4,36.0,2014-04-28,34.0,2,66.0,4,28,2014,0
fit,465832,155735,,8.0,party,pear,dress,24,35.0,2014-01-20,,,62.0,1,20,2014,0
small,679929,325470,,10.0,wedding,,sheath,16,26.0,2016-03-22,34.0,3,65.0,3,22,2016,1
fit,270817,2236896,118.0,10.0,party,hourglass,jumpsuit,8,46.0,2015-05-20,34.0,4,62.0,5,20,2015,1
large,792838,247125,145.0,10.0,party,hourglass,dress,8,41.0,2016-10-18,36.0,2,66.0,10,18,2016,1
fit,690590,472922,135.0,10.0,wedding,hourglass,dress,8,31.0,2015-10-11,34.0,3,65.0,10,11,2015,1
small,69874,125564,135.0,10.0,wedding,hourglass,gown,20,61.0,2013-09-02,36.0,3,65.0,9,2,2013,1
fit,726284,132738,160.0,10.0,formal affair,hourglass,gown,20,29.0,2016-12-14,36.0,4,68.0,12,14,2016,1
fit,778260,627759,,8.0,date,pear,dress,1,31.0,2016-05-16,34.0,1,64.0,5,16,2016,0
fit,61712,1484078,140.0,8.0,party,athletic,sheath,12,29.0,2014-10-16,34.0,3,66.0,10,16,2014,0
large,15106,176490,110.0,8.0,party,petite,dress,1,33.0,2012-12-06,32.0,3,63.0,12,6,2012,0
fit,288361,2865104,125.0,10.0,work,athletic,top,8,49.0,2017-08-03,32.0,4,64.0,8,3,2017,1
large,223624,124553,140.0,8.0,party,pear,dress,8,34.0,2015-09-24,32.0,2,64.0,9,24,2015,0
fit,908161,154002,110.0,10.0,formal affair,petite,gown,1,22.0,2013-05-22,32.0,1,59.0,5,22,2013,1
large,445277,833666,225.0,10.0,wedding,apple,dress,51,38.0,2017-06-14,48.0,4,60.0,6,14,2017,1
fit,832801,405907,130.0,10.0,wedding,athletic,dress,8,29.0,2015-09-17,36.0,3,67.0,9,17,2015,1
fit,663241,1858651,139.0,10.0,vacation,pear,dress,14,31.0,2014-09-10,34.0,3,67.0,9,10,2014,1
large,202567,945246,130.0,10.0,wedding,full bust,gown,8,42.0,2017-06-29,34.0,2,66.0,6,29,2017,1
fit,283619,1969604,125.0,10.0,formal affair,athletic,dress,4,35.0,2017-01-07,34.0,3,65.0,1,7,2017,1
fit,482694,152836,,10.0,party,straight & narrow,mini,1,29.0,2016-04-06,32.0,1,66.0,4,6,2016,1
fit,391128,152662,115.0,10.0,formal affair,hourglass,gown,4,40.0,2014-02-02,32.0,2,65.0,2,2,2014,1
fit,372875,671958,180.0,10.0,wedding,full bust,maxi,24,45.0,2015-08-10,38.0,3,68.0,8,10,2015,1
fit,338683,1309537,118.0,10.0,formal affair,athletic,gown,3,38.0,2017-05-22,34.0,2,64.0,5,22,2017,1
fit,266106,727382,145.0,10.0,party,hourglass,sheath,12,28.0,2017-11-10,36.0,3,66.0,11,10,2017,1
large,823485,2960969,145.0,8.0,everyday,full bust,jacket,20,27.0,2017-10-04,34.0,4,60.0,10,4,2017,0
large,872254,174086,120.0,10.0,wedding,hourglass,dress,8,38.0,2014-03-06,32.0,3,63.0,3,6,2014,1
fit,624323,2620667,140.0,10.0,wedding,pear,romper,12,29.0,2016-07-13,32.0,2,63.0,7,13,2016,1
fit,306548,1164793,135.0,8.0,party,athletic,dress,12,37.0,2017-12-04,34.0,2,68.0,12,4,2017,0
fit,242725,1414833,,10.0,formal affair,,gown,8,20.0,2016-02-05,32.0,3,67.0,2,5,2016,1
fit,737830,254493,150.0,10.0,other,hourglass,dress,12,34.0,2014-12-12,,,70.0,12,12,2014,1
fit,40134,131117,110.0,10.0,formal affair,petite,gown,3,31.0,2014-01-23,34.0,2,63.0,1,23,2014,1
fit,349774,947584,165.0,10.0,party,athletic,dress,16,27.0,2016-08-08,36.0,2,72.0,8,8,2016,1
fit,638535,1220393,175.0,10.0,party,athletic,gown,21,50.0,2016-02-18,34.0,4,68.0,2,18,2016,1
fit,405731,1826136,150.0,10.0,party,straight & narrow,dress,16,30.0,2015-04-27,36.0,2,72.0,4,27,2015,1
fit,241581,1226293,130.0,10.0,formal affair,athletic,shift,8,22.0,2015-10-25,32.0,4,60.0,10,25,2015,1
fit,868228,568059,,10.0,wedding,petite,dress,8,23.0,2017-12-28,34.0,1,64.0,12,28,2017,1
fit,596614,1962198,135.0,10.0,wedding,full bust,dress,8,32.0,2015-07-27,34.0,4,66.0,7,27,2015,1
fit,588214,127081,140.0,10.0,formal affair,hourglass,gown,12,28.0,2014-12-09,34.0,4,64.0,12,9,2014,1
fit,166327,131533,120.0,10.0,wedding,hourglass,gown,1,28.0,2013-06-04,32.0,2,67.0,6,4,2013,1
large,801583,2786590,110.0,10.0,everyday,petite,jacket,4,30.0,2017-02-16,32.0,2,60.0,2,16,2017,1
fit,202702,187984,103.0,10.0,party,petite,dress,1,26.0,2014-05-01,32.0,2,62.0,5,1,2014,1
fit,141011,154002,105.0,10.0,other,petite,gown,1,21.0,2013-05-01,32.0,1,62.0,5,1,2013,1
fit,581747,173235,145.0,10.0,formal affair,hourglass,sheath,16,45.0,2014-11-07,34.0,4,67.0,11,7,2014,1
fit,687049,2816095,123.0,10.0,party,athletic,jumpsuit,8,30.0,2016-09-23,32.0,2,65.0,9,23,2016,1
fit,634115,1008472,125.0,10.0,everyday,athletic,dress,8,34.0,2017-11-01,34.0,3,65.0,11,1,2017,1
fit,281890,2074214,140.0,10.0,everyday,athletic,jacket,14,50.0,2017-11-17,34.0,2,65.0,11,17,2017,1
fit,835860,127865,,10.0,wedding,full bust,gown,21,36.0,2013-09-24,,,66.0,9,24,2013,1
small,759687,377131,,6.0,wedding,pear,dress,16,27.0,2016-05-03,36.0,3,68.0,5,3,2016,0
fit,824657,125424,215.0,10.0,formal affair,athletic,dress,39,26.0,2017-08-24,40.0,4,68.0,8,24,2017,1
fit,500692,240208,145.0,10.0,party,athletic,dress,14,37.0,2014-11-17,32.0,4,68.0,11,17,2014,1
large,570965,139086,,10.0,formal affair,full bust,gown,24,24.0,2014-12-05,36.0,4,66.0,12,5,2014,1
fit,619481,141761,140.0,10.0,party,hourglass,dress,20,55.0,2014-05-04,34.0,4,64.0,5,4,2014,1
large,569779,972745,130.0,8.0,work,petite,dress,4,41.0,2016-07-07,34.0,3,62.0,7,7,2016,0
fit,637774,871172,145.0,10.0,other,athletic,gown,12,19.0,2017-04-30,32.0,2,67.0,4,30,2017,1
fit,575508,527885,,10.0,wedding,,shift,8,29.0,2015-10-05,36.0,3,64.0,10,5,2015,1
fit,678933,1605839,150.0,10.0,wedding,hourglass,dress,20,31.0,2017-07-13,36.0,4,68.0,7,13,2017,1
fit,293159,773361,116.0,10.0,work,petite,dress,8,36.0,2017-06-08,36.0,2,63.0,6,8,2017,1
fit,909555,1292843,150.0,10.0,party,hourglass,sheath,20,33.0,2016-08-17,34.0,2,64.0,8,17,2016,1
fit,676222,1604989,135.0,8.0,work,athletic,dress,16,48.0,2017-09-12,36.0,2,68.0,9,12,2017,0
fit,668300,439630,134.0,10.0,everyday,pear,maxi,8,31.0,2016-04-01,34.0,3,67.0,4,1,2016,1
large,482704,1750582,145.0,10.0,wedding,,dress,8,29.0,2017-05-30,34.0,2,65.0,5,30,2017,1
small,52174,1295171,160.0,8.0,party,hourglass,sheath,26,24.0,2015-11-23,36.0,4,61.0,11,23,2015,0
fit,691304,820942,160.0,10.0,party,pear,sheath,24,28.0,2018-01-02,34.0,5,66.0,1,2,2018,1
fit,658135,152662,140.0,10.0,formal affair,hourglass,gown,20,21.0,2014-04-28,34.0,3,63.0,4,28,2014,1
fit,898493,693185,,8.0,date,hourglass,sheath,16,29.0,2017-09-11,34.0,5,63.0,9,11,2017,0
small,904044,156607,180.0,6.0,party,hourglass,dress,24,31.0,2014-05-01,36.0,3,70.0,5,1,2014,0
fit,290330,234144,130.0,10.0,work,athletic,dress,14,40.0,2016-02-05,34.0,1,64.0,2,5,2016,1
small,463807,1542652,130.0,10.0,wedding,athletic,dress,8,25.0,2017-11-07,34.0,2,62.0,11,7,2017,1
fit,441131,725296,150.0,10.0,wedding,hourglass,dress,16,38.0,2016-08-15,,,67.0,8,15,2016,1
large,138560,1581933,,10.0,wedding,full bust,sheath,45,29.0,2017-05-31,34.0,6,64.0,5,31,2017,1
fit,231302,1497935,145.0,10.0,party,hourglass,dress,14,38.0,2017-01-25,34.0,3,63.0,1,25,2017,1
small,956228,1093026,,8.0,party,athletic,sheath,20,29.0,2016-11-14,,,67.0,11,14,2016,0
fit,401943,1939936,128.0,10.0,formal affair,athletic,gown,4,29.0,2017-02-07,34.0,2,64.0,2,7,2017,1
large,828734,132738,135.0,10.0,formal affair,athletic,gown,8,23.0,2012-05-10,36.0,3,64.0,5,10,2012,1
fit,570637,404345,140.0,10.0,other,athletic,dress,16,45.0,2016-08-22,32.0,4,68.0,8,22,2016,1
fit,150652,1000739,120.0,8.0,formal affair,full bust,dress,12,30.0,2015-10-06,32.0,4,65.0,10,6,2015,0
fit,409890,132738,180.0,10.0,formal affair,hourglass,gown,17,50.0,2012-08-19,38.0,4,67.0,8,19,2012,1
fit,629936,1808106,155.0,10.0,other,pear,dress,20,42.0,2017-01-29,34.0,2,65.0,1,29,2017,1
fit,197403,2595829,120.0,8.0,work,straight & narrow,top,4,40.0,2016-03-16,34.0,1,64.0,3,16,2016,0
fit,994607,134393,,10.0,wedding,,dress,12,40.0,2017-07-23,36.0,2,66.0,7,23,2017,1
fit,608016,1048184,150.0,6.0,other,hourglass,dress,20,44.0,2015-08-23,36.0,3,64.0,8,23,2015,0
fit,513405,1166927,125.0,8.0,wedding,petite,dress,8,27.0,2016-09-22,32.0,3,64.0,9,22,2016,0
fit,673509,2265088,160.0,8.0,work,hourglass,blouse,14,29.0,2016-09-16,34.0,3,63.0,9,16,2016,0
fit,685833,155820,150.0,10.0,formal affair,athletic,gown,17,39.0,2014-02-28,34.0,4,70.0,2,28,2014,1
fit,180531,2059409,125.0,10.0,party,athletic,jumpsuit,8,30.0,2017-08-03,32.0,4,64.0,8,3,2017,1
fit,582917,140321,,10.0,formal affair,hourglass,gown,20,35.0,2014-08-03,36.0,3,66.0,8,3,2014,1
fit,930226,741141,105.0,10.0,work,,sheath,4,34.0,2016-08-11,,,60.0,8,11,2016,1
fit,843588,2438408,180.0,10.0,everyday,hourglass,jacket,14,29.0,2017-03-07,34.0,4,70.0,3,7,2017,1
small,269503,1689782,130.0,10.0,wedding,athletic,gown,12,29.0,2017-09-25,34.0,2,67.0,9,25,2017,1
small,11935,167112,130.0,8.0,party,petite,dress,4,38.0,2014-12-16,32.0,2,64.0,12,16,2014,0
small,407857,142179,,10.0,formal affair,petite,gown,7,52.0,2014-03-18,32.0,2,62.0,3,18,2014,1
large,360286,1118202,130.0,4.0,work,hourglass,dress,8,36.0,2017-07-28,34.0,2,67.0,7,28,2017,0
fit,716867,1404676,150.0,10.0,wedding,pear,dress,16,32.0,2017-02-06,34.0,3,70.0,2,6,2017,1
fit,274017,1818228,120.0,8.0,wedding,straight & narrow,sheath,4,31.0,2015-01-15,34.0,3,66.0,1,15,2015,0
fit,528897,141548,180.0,10.0,formal affair,hourglass,gown,29,42.0,2014-08-07,38.0,4,68.0,8,7,2014,1
large,270747,288472,130.0,10.0,wedding,,dress,8,29.0,2017-10-26,32.0,2,68.0,10,26,2017,1
large,245787,2373157,145.0,10.0,everyday,hourglass,top,14,44.0,2017-10-19,38.0,3,67.0,10,19,2017,1
large,306572,199231,140.0,10.0,vacation,hourglass,dress,4,37.0,2014-07-14,34.0,4,68.0,7,14,2014,1
fit,769553,1985339,185.0,10.0,party,full bust,dress,24,47.0,2017-06-02,38.0,5,62.0,6,2,2017,1
fit,739879,2916025,125.0,8.0,party,full bust,romper,8,46.0,2016-09-22,36.0,4,64.0,9,22,2016,0
large,974827,1729232,96.0,8.0,wedding,petite,gown,1,30.0,2016-10-04,,,62.0,10,4,2016,0
small,55971,1745932,130.0,2.0,work,hourglass,dress,8,33.0,2017-05-09,34.0,2,65.0,5,9,2017,0
fit,420517,1844844,200.0,8.0,formal affair,athletic,gown,29,43.0,2017-02-03,38.0,3,70.0,2,3,2017,0
fit,594840,135459,150.0,10.0,wedding,pear,dress,16,29.0,2014-03-19,34.0,3,66.0,3,19,2014,1
small,555388,2406172,145.0,10.0,work,hourglass,jacket,12,34.0,2016-12-17,34.0,2,65.0,12,17,2016,1
fit,673864,2625924,,10.0,party,,jumpsuit,4,30.0,2015-12-18,34.0,3,67.0,12,18,2015,1
small,691468,2014078,125.0,10.0,work,full bust,jumpsuit,8,31.0,2017-09-15,34.0,3,63.0,9,15,2017,1
fit,486750,124204,135.0,10.0,party,straight & narrow,dress,8,54.0,2015-01-20,34.0,3,69.0,1,20,2015,1
small,821756,453349,115.0,10.0,formal affair,,dress,1,28.0,2016-08-09,32.0,1,65.0,8,9,2016,1
fit,958308,124553,137.0,10.0,formal affair,athletic,dress,12,29.0,2014-12-16,34.0,2,68.0,12,16,2014,1
fit,378672,144714,150.0,4.0,formal affair,pear,gown,12,33.0,2013-01-24,36.0,4,60.0,1,24,2013,0
small,86694,268562,170.0,10.0,wedding,pear,gown,21,28.0,2017-03-29,32.0,4,69.0,3,29,2017,1
fit,544077,739541,,8.0,other,hourglass,shirtdress,4,29.0,2017-10-28,,,63.0,10,28,2017,0
fit,77170,2280839,110.0,8.0,everyday,athletic,blouse,4,33.0,2017-12-13,32.0,3,62.0,12,13,2017,0
fit,804891,1832038,170.0,10.0,date,hourglass,gown,25,25.0,2017-06-19,38.0,5,70.0,6,19,2017,1
fit,918129,1669625,140.0,10.0,party,hourglass,dress,12,36.0,2016-12-12,36.0,2,64.0,12,12,2016,1
fit,870203,2141414,140.0,10.0,everyday,,top,8,34.0,2015-09-02,34.0,1,68.0,9,2,2015,1
large,681467,1751606,125.0,10.0,party,athletic,shift,8,63.0,2016-02-17,34.0,2,65.0,2,17,2016,1
fit,230098,183194,150.0,10.0,wedding,pear,dress,12,29.0,2016-05-31,34.0,4,66.0,5,31,2016,1
large,732002,2758175,125.0,8.0,everyday,hourglass,jumpsuit,8,28.0,2015-05-20,34.0,3,63.0,5,20,2015,0
fit,986221,2560627,130.0,8.0,everyday,straight & narrow,jacket,4,38.0,2017-11-30,32.0,2,70.0,11,30,2017,0
fit,974974,928312,138.0,10.0,wedding,athletic,dress,12,28.0,2017-10-20,32.0,2,64.0,10,20,2017,1
fit,656073,1529884,115.0,8.0,wedding,straight & narrow,sheath,8,29.0,2017-10-15,34.0,3,67.0,10,15,2017,0
fit,492713,350549,,10.0,party,petite,dress,1,35.0,2017-01-08,32.0,1,64.0,1,8,2017,1
fit,314314,2150289,157.0,10.0,party,pear,top,14,33.0,2016-06-08,34.0,3,67.0,6,8,2016,1
fit,879822,132135,118.0,10.0,formal affair,athletic,gown,4,25.0,2014-11-17,,,62.0,11,17,2014,1
fit,258918,781825,150.0,10.0,date,hourglass,dress,12,38.0,2015-04-07,34.0,3,69.0,4,7,2015,1
fit,7204,709521,132.0,8.0,other,hourglass,dress,8,24.0,2017-03-10,34.0,4,67.0,3,10,2017,0
fit,542521,1274400,,10.0,other,,dress,12,21.0,2016-07-18,36.0,4,69.0,7,18,2016,1
fit,439984,123793,115.0,10.0,formal affair,,gown,0,27.0,2017-05-02,34.0,1,63.0,5,2,2017,1
fit,26729,963476,125.0,10.0,wedding,athletic,sheath,12,36.0,2015-05-11,36.0,1,65.0,5,11,2015,1
fit,914238,166633,140.0,10.0,other,hourglass,mini,12,28.0,2014-06-17,38.0,3,64.0,6,17,2014,1
small,887106,1584000,120.0,10.0,wedding,petite,dress,4,30.0,2016-05-25,32.0,3,64.0,5,25,2016,1
fit,709234,862446,150.0,10.0,formal affair,full bust,gown,12,28.0,2017-05-16,34.0,4,67.0,5,16,2017,1
small,236941,2468077,154.0,10.0,date,athletic,blazer,16,33.0,2015-12-08,36.0,3,68.0,12,8,2015,1
fit,750017,336097,,10.0,formal affair,,sheath,1,24.0,2015-12-02,,,70.0,12,2,2015,1
small,638325,193179,138.0,8.0,wedding,full bust,dress,16,37.0,2014-08-17,36.0,4,62.0,8,17,2014,0
fit,108437,1529884,130.0,10.0,wedding,pear,sheath,12,28.0,2017-09-21,34.0,2,64.0,9,21,2017,1
fit,118846,1917409,123.0,8.0,wedding,athletic,dress,4,39.0,2016-12-12,36.0,1,64.0,12,12,2016,0
small,617304,2826127,170.0,6.0,work,hourglass,jumpsuit,17,31.0,2016-05-10,38.0,4,71.0,5,10,2016,0
fit,877762,1063822,150.0,8.0,wedding,apple,gown,9,33.0,2016-08-24,36.0,3,68.0,8,24,2016,0
fit,958754,396894,115.0,10.0,party,straight & narrow,dress,8,30.0,2014-08-26,32.0,2,66.0,8,26,2014,1
large,733516,1760942,135.0,8.0,wedding,pear,dress,8,28.0,2015-08-05,34.0,2,64.0,8,5,2015,0
fit,387400,147020,125.0,10.0,formal affair,athletic,dress,4,47.0,2015-11-17,34.0,2,65.0,11,17,2015,1
fit,492776,2743996,,8.0,everyday,athletic,cardigan,14,38.0,2016-07-25,,,68.0,7,25,2016,0
large,842265,1353811,140.0,10.0,wedding,,dress,8,34.0,2017-09-28,34.0,3,68.0,9,28,2017,1
fit,887407,1941671,150.0,10.0,work,athletic,sheath,12,22.0,2017-05-06,36.0,2,66.0,5,6,2017,1
small,848107,948396,140.0,10.0,formal affair,,gown,13,32.0,2016-12-21,,,65.0,12,21,2016,1
fit,301200,1062440,170.0,10.0,formal affair,apple,gown,24,35.0,2017-05-22,,,65.0,5,22,2017,1
fit,524555,1303995,206.0,8.0,work,full bust,sheath,39,35.0,2016-02-25,36.0,4,66.0,2,25,2016,0
fit,237514,940419,128.0,10.0,date,hourglass,dress,8,29.0,2016-08-24,34.0,4,64.0,8,24,2016,1
fit,518081,1213427,,10.0,party,full bust,gown,21,36.0,2015-01-28,,,72.0,1,28,2015,1
fit,825360,1266176,,8.0,formal affair,hourglass,gown,21,33.0,2016-10-28,,,67.0,10,28,2016,0
fit,402313,2684666,117.0,10.0,formal affair,straight & narrow,jumpsuit,4,34.0,2015-05-21,32.0,4,65.0,5,21,2015,1
fit,653594,2319586,115.0,10.0,work,straight & narrow,jacket,8,41.0,2016-10-03,34.0,2,65.0,10,3,2016,1
large,881779,1251617,125.0,10.0,wedding,full bust,dress,8,45.0,2016-09-28,34.0,4,57.0,9,28,2016,1
fit,150001,2134149,120.0,8.0,work,hourglass,top,4,35.0,2017-12-27,32.0,2,66.0,12,27,2017,0
large,507231,883661,,10.0,other,,dress,20,50.0,2017-06-06,36.0,4,65.0,6,6,2017,1
large,654389,134849,155.0,8.0,formal affair,athletic,gown,24,32.0,2012-12-03,36.0,3,62.0,12,3,2012,0
small,827092,2761821,145.0,8.0,work,athletic,coat,8,35.0,2016-12-01,36.0,2,67.0,12,1,2016,0
small,297334,127081,150.0,8.0,wedding,athletic,gown,13,30.0,2014-06-02,34.0,3,71.0,6,2,2014,0
fit,860976,1567312,,8.0,work,straight & narrow,dress,12,37.0,2016-07-14,,,70.0,7,14,2016,0
fit,146087,580060,117.0,10.0,formal affair,full bust,gown,4,32.0,2015-12-25,34.0,3,65.0,12,25,2015,1
fit,828375,1814462,135.0,10.0,formal affair,pear,dress,4,39.0,2015-12-15,32.0,3,69.0,12,15,2015,1
fit,72537,1875650,125.0,8.0,work,hourglass,dress,8,32.0,2016-06-17,32.0,3,62.0,6,17,2016,0
fit,708770,148089,160.0,10.0,wedding,hourglass,dress,28,35.0,2015-11-02,36.0,2,67.0,11,2,2015,1
large,483983,2150289,125.0,4.0,work,,top,8,40.0,2016-08-27,,,62.0,8,27,2016,0
fit,408852,693849,105.0,10.0,party,straight & narrow,dress,8,38.0,2016-04-19,34.0,1,67.0,4,19,2016,1
small,238701,1805488,,6.0,party,hourglass,dress,21,30.0,2016-01-21,36.0,4,73.0,1,21,2016,0
fit,818603,126335,135.0,10.0,wedding,straight & narrow,dress,4,36.0,2014-06-06,36.0,1,68.0,6,6,2014,1
large,375703,1638062,165.0,6.0,work,hourglass,dress,20,40.0,2017-07-05,34.0,5,66.0,7,5,2017,0
fit,944302,1002863,119.0,10.0,work,petite,dress,4,39.0,2017-07-07,32.0,4,62.0,7,7,2017,1
fit,60354,323870,185.0,10.0,party,full bust,shift,26,35.0,2017-08-14,36.0,6,66.0,8,14,2017,1
small,825734,2087286,,6.0,other,hourglass,jumpsuit,20,35.0,2015-04-03,34.0,4,67.0,4,3,2015,0
small,373027,1869763,120.0,10.0,wedding,straight & narrow,shift,12,40.0,2016-10-25,34.0,2,66.0,10,25,2016,1
fit,265972,325470,118.0,10.0,wedding,straight & narrow,sheath,8,37.0,2017-01-13,34.0,2,63.0,1,13,2017,1
small,563360,746029,150.0,10.0,wedding,athletic,dress,16,34.0,2014-06-06,,,67.0,6,6,2014,1
fit,304840,890105,150.0,8.0,everyday,athletic,dress,16,28.0,2016-03-19,32.0,3,65.0,3,19,2016,0
large,500957,833666,,8.0,wedding,,dress,8,25.0,2016-10-02,34.0,3,64.0,10,2,2016,0
fit,851544,714372,130.0,8.0,wedding,hourglass,sheath,16,31.0,2017-08-18,34.0,3,62.0,8,18,2017,0
fit,795257,756784,160.0,8.0,formal affair,pear,gown,28,57.0,2016-03-07,36.0,4,68.0,3,7,2016,0
fit,141272,344794,,8.0,wedding,,gown,35,34.0,2017-09-18,36.0,4,66.0,9,18,2017,0
