fit,user_id,item_id,weight_lbs,rating,rented_for,body_type,category,size,age,review_date,bust_size_num,bust_size_letter,height_in,review_month,review_day_of_month,review_year,recommend
fit,160106,136110,135.0,10.0,formal affair,hourglass,dress,12,23.0,2015-04-25,34.0,4,68.0,4,25,2015,1
fit,675789,1851598,140.0,10.0,wedding,pear,sheath,8,36.0,2015-05-18,34.0,2,67.0,5,18,2015,1
fit,70576,193361,108.0,8.0,formal affair,petite,dress,1,30.0,2013-01-31,32.0,2,60.0,1,31,2013,0
fit,953996,1016759,,8.0,formal affair,full bust,gown,25,31.0,2016-03-07,36.0,4,65.0,3,7,2016,0
fit,899198,168592,152.0,10.0,formal affair,hourglass,gown,21,30.0,2014-05-05,34.0,4,68.0,5,5,2014,1
fit,932503,233468,,8.0,date,hourglass,maxi,20,34.0,2016-08-11,36.0,3,65.0,8,11,2016,0
fit,272189,638571,,10.0,wedding,pear,dress,14,30.0,2017-09-21,34.0,3,68.0,9,21,2017,1
fit,187925,1645046,195.0,8.0,party,hourglass,dress,28,42.0,2016-07-31,38.0,3,67.0,7,31,2016,0
fit,821405,1859768,,8.0,formal affair,,gown,28,45.0,2016-05-15,36.0,3,63.0,5,15,2016,0
fit,134795,139086,121.0,10.0,formal affair,hourglass,gown,2,37.0,2012-12-15,32.0,2,65.0,12,15,2012,1
fit,363260,183200,,,other,athletic,dress,8,35.0,2012-08-14,34.0,2,69.0,8,14,2012,0
fit,529678,1859039,110.0,10.0,formal affair,petite,dress,4,24.0,2014-04-20,32.0,2,64.0,4,20,2014,1
fit,982048,304354,140.0,10.0,party,pear,dress,8,32.0,2016-01-02,32.0,2,69.0,1,2,2016,1
fit,706700,169961,160.0,10.0,party,pear,sheath,20,28.0,2017-03-07,32.0,3,63.0,3,7,2017,1
fit,502738,1398523,147.0,8.0,wedding,,dress,12,28.0,2017-06-14,,,62.0,6,14,2017,0
large,681573,550590,130.0,10.0,formal affair,hourglass,sheath,12,32.0,2016-05-09,34.0,3,61.0,5,9,2016,1
fit,800361,2440850,110.0,10.0,date,pear,cami,4,53.0,2017-06-18,32.0,4,59.0,6,18,2017,1
small,319361,1348294,112.0,10.0,date,full bust,sheath,14,45.0,2015-09-22,34.0,3,61.0,9,22,2015,1
fit,165364,358662,145.0,8.0,party,straight & narrow,shift,12,32.0,2015-01-20,34.0,2,71.0,1,20,2015,0
fit,168701,1437612,152.0,8.0,other,hourglass,dress,20,32.0,2015-03-20,36.0,2,65.0,3,20,2015,0
fit,870557,802815,139.0,10.0,other,,sheath,12,40.0,2017-03-23,,,64.0,3,23,2017,1
large,112186,311350,124.0,8.0,party,athletic,dress,8,26.0,2016-07-27,34.0,4,69.0,7,27,2016,0
fit,862173,1328587,165.0,10.0,formal affair,full bust,sheath,20,46.0,2017-02-23,36.0,4,66.0,2,23,2017,1
large,957044,132738,,10.0,wedding,straight & narrow,gown,5,34.0,2012-10-06,34.0,3,67.0,10,6,2012,1
small,72963,1121730,165.0,8.0,other,hourglass,sheath,24,56.0,2016-05-11,36.0,3,69.0,5,11,2016,0
fit,32023,2811715,112.0,10.0,date,petite,jacket,8,40.0,2017-12-06,34.0,3,61.0,12,6,2017,1
large,81185,132738,130.0,10.0,formal affair,athletic,gown,8,29.0,2012-02-29,32.0,2,63.0,2,29,2012,1
fit,583056,396894,160.0,10.0,party,athletic,dress,20,36.0,2014-10-30,36.0,2,68.0,10,30,2014,1
large,913297,795734,130.0,10.0,formal affair,hourglass,gown,12,35.0,2017-03-08,34.0,2,66.0,3,8,2017,1
fit,516044,1108555,145.0,10.0,formal affair,hourglass,gown,12,26.0,2015-04-27,34.0,4,66.0,4,27,2015,1
fit,257763,2095467,150.0,10.0,other,,jumpsuit,16,58.0,2016-05-09,,,62.0,5,9,2016,1
fit,139333,334588,102.0,10.0,wedding,petite,dress,4,31.0,2015-06-01,34.0,4,59.0,6,1,2015,1
fit,991902,2892306,124.0,10.0,party,straight & narrow,pants,4,30.0,2018-01-03,32.0,4,64.0,1,3,2018,1
fit,45337,549751,130.0,10.0,everyday,pear,shift,8,26.0,2016-03-24,34.0,2,67.0,3,24,2016,1
fit,796263,365608,,10.0,date,athletic,sheath,20,29.0,2017-06-19,36.0,2,62.0,6,19,2017,1
fit,392452,172027,145.0,8.0,wedding,pear,dress,8,29.0,2014-08-06,36.0,1,65.0,8,6,2014,0
small,417669,1992625,,6.0,wedding,full bust,shift,16,34.0,2014-09-08,34.0,4,62.0,9,8,2014,0
fit,336121,1417294,125.0,10.0,wedding,petite,dress,1,28.0,2017-04-25,32.0,2,63.0,4,25,2017,1
fit,414356,1529320,137.0,10.0,wedding,hourglass,dress,12,34.0,2017-08-29,32.0,2,63.0,8,29,2017,1
fit,291510,1296975,107.0,10.0,work,athletic,dress,1,28.0,2017-09-28,32.0,2,63.0,9,28,2017,1
fit,758413,187164,125.0,10.0,party,hourglass,dress,14,30.0,2012-08-11,32.0,4,70.0,8,11,2012,1
fit,161236,806803,130.0,10.0,wedding,athletic,dress,8,34.0,2014-09-22,36.0,3,65.0,9,22,2014,1
fit,394418,2863546,120.0,10.0,everyday,athletic,coat,1,27.0,2017-01-23,,,63.0,1,23,2017,1
large,377519,2620667,165.0,10.0,party,athletic,romper,20,37.0,2016-03-22,34.0,4,68.0,3,22,2016,1
fit,301235,123373,,10.0,formal affair,hourglass,gown,21,31.0,2017-03-10,36.0,3,67.0,3,10,2017,1
fit,980954,246037,138.0,8.0,wedding,athletic,dress,20,29.0,2017-06-13,34.0,3,71.0,6,13,2017,0
fit,281281,1424454,,10.0,other,athletic,dress,14,30.0,2013-12-02,34.0,3,63.0,12,2,2013,1
fit,972716,2034407,,10.0,party,petite,jumpsuit,8,40.0,2017-12-20,32.0,4,61.0,12,20,2017,1
fit,808103,484978,125.0,10.0,party,hourglass,dress,8,32.0,2015-08-15,34.0,3,67.0,8,15,2015,1
large,141313,883661,,6.0,formal affair,hourglass,dress,1,23.0,2016-04-20,34.0,3,61.0,4,20,2016,0
fit,510082,124204,130.0,10.0,formal affair,athletic,dress,8,46.0,2011-12-10,34.0,2,67.0,12,10,2011,1
fit,619857,1076484,143.0,10.0,wedding,,dress,16,29.0,2015-07-22,,,64.0,7,22,2015,1
fit,807984,1630499,170.0,8.0,formal affair,hourglass,gown,25,27.0,2015-04-16,36.0,3,66.0,4,16,2015,0
fit,672748,339498,100.0,8.0,wedding,straight & narrow,dress,4,42.0,2015-03-11,34.0,2,60.0,3,11,2015,0
small,845933,2396750,122.0,4.0,party,petite,jumpsuit,8,29.0,2015-02-02,32.0,4,64.0,2,2,2015,0
fit,930597,928269,158.0,10.0,other,athletic,dress,16,32.0,2017-04-19,38.0,4,69.0,4,19,2017,1
fit,434799,755371,,10.0,formal affair,hourglass,gown,35,21.0,2015-01-22,36.0,4,66.0,1,22,2015,1
large,575549,1281064,180.0,6.0,party,hourglass,dress,14,44.0,2014-05-21,38.0,4,63.0,5,21,2014,0
fit,947821,808736,,8.0,work,full bust,dress,8,32.0,2016-08-04,,,63.0,8,4,2016,0
fit,995078,1328898,135.0,10.0,formal affair,hourglass,gown,9,24.0,2017-08-27,34.0,3,65.0,8,27,2017,1
fit,472391,1590962,130.0,10.0,wedding,athletic,sheath,12,25.0,2017-01-11,34.0,3,66.0,1,11,2017,1
large,727587,123793,,6.0,formal affair,,gown,2,22.0,2015-09-23,34.0,3,69.0,9,23,2015,0
fit,911305,978935,135.0,8.0,wedding,athletic,gown,8,29.0,2017-10-09,34.0,5,69.0,10,9,2017,0
small,551503,2182859,145.0,8.0,work,hourglass,skirt,20,46.0,2017-02-11,34.0,4,67.0,2,11,2017,0
fit,856795,780380,175.0,8.0,other,pear,dress,16,31.0,2017-03-14,36.0,3,72.0,3,14,2017,0
fit,111807,1050242,135.0,6.0,other,athletic,dress,8,30.0,2015-12-09,34.0,3,63.0,12,9,2015,0
fit,153044,2945782,,8.0,party,,jacket,8,25.0,2016-11-09,32.0,1,67.0,11,9,2016,0
fit,326480,2631147,127.0,10.0,everyday,straight & narrow,jacket,8,42.0,2018-01-04,34.0,3,69.0,1,4,2018,1
fit,752178,123373,115.0,8.0,wedding,petite,gown,0,30.0,2017-03-24,34.0,2,60.0,3,24,2017,0
fit,546983,2872227,124.0,10.0,everyday,athletic,jacket,4,32.0,2017-03-08,34.0,2,64.0,3,8,2017,1
small,129881,1482652,140.0,10.0,formal affair,apple,gown,24,36.0,2016-03-06,34.0,2,64.0,3,6,2016,1
fit,567642,922038,137.0,8.0,party,straight & narrow,dress,12,29.0,2017-11-13,32.0,2,67.0,11,13,2017,0
fit,655610,1209909,118.0,10.0,wedding,athletic,dress,8,35.0,2016-04-05,32.0,3,61.0,4,5,2016,1
fit,225884,213422,150.0,10.0,formal affair,athletic,dress,14,23.0,2018-01-03,34.0,4,64.0,1,3,2018,1
fit,868081,1014293,125.0,10.0,formal affair,hourglass,gown,4,25.0,2017-03-01,34.0,2,64.0,3,1,2017,1
fit,944243,1326545,185.0,10.0,wedding,hourglass,gown,24,38.0,2017-06-09,38.0,4,66.0,6,9,2017,1
fit,367588,126335,,10.0,formal affair,full bust,dress,28,25.0,2013-12-09,,,71.0,12,9,2013,1
large,962706,130259,142.0,8.0,formal affair,hourglass,dress,20,27.0,2014-11-25,32.0,2,63.0,11,25,2014,0
small,380920,1408079,160.0,10.0,party,hourglass,dress,24,26.0,2016-11-08,32.0,2,66.0,11,8,2016,1
fit,137766,1187427,138.0,8.0,date,,dress,8,37.0,2016-11-21,34.0,2,67.0,11,21,2016,0
fit,970234,2835178,105.0,6.0,everyday,petite,sweater,4,28.0,2017-12-13,32.0,4,61.0,12,13,2017,0
fit,684403,709521,115.0,10.0,other,straight & narrow,dress,1,54.0,2017-04-10,32.0,3,67.0,4,10,2017,1
small,904803,1662059,100.0,10.0,formal affair,petite,gown,7,37.0,2016-01-15,34.0,3,60.0,1,15,2016,1
fit,737739,134015,160.0,10.0,formal affair,straight & narrow,gown,21,32.0,2014-06-11,34.0,4,68.0,6,11,2014,1
large,314328,126335,120.0,8.0,party,pear,dress,4,29.0,2015-11-02,32.0,2,62.0,11,2,2015,0
fit,870363,322434,115.0,10.0,formal affair,petite,gown,2,39.0,2015-09-27,34.0,4,60.0,9,27,2015,1
fit,899674,130259,138.0,8.0,formal affair,athletic,dress,12,33.0,2014-04-29,36.0,3,63.0,4,29,2014,0
fit,888638,128959,127.0,10.0,wedding,petite,gown,8,50.0,2016-01-04,34.0,3,63.0,1,4,2016,1
small,592815,180843,130.0,10.0,wedding,hourglass,dress,12,35.0,2012-10-10,34.0,4,66.0,10,10,2012,1
fit,550612,648758,115.0,8.0,everyday,petite,dress,4,47.0,2017-11-29,,,60.0,11,29,2017,0
small,874515,534612,155.0,8.0,wedding,hourglass,maxi,20,31.0,2017-08-30,32.0,5,63.0,8,30,2017,0
fit,866566,1869940,180.0,10.0,formal affair,hourglass,gown,20,33.0,2017-07-27,36.0,2,66.0,7,27,2017,1
fit,264262,1022354,140.0,10.0,other,athletic,dress,12,41.0,2017-10-20,32.0,2,67.0,10,20,2017,1
fit,882280,1126889,124.0,8.0,party,hourglass,dress,4,35.0,2015-12-10,32.0,4,64.0,12,10,2015,0
small,189289,172027,120.0,8.0,wedding,athletic,dress,8,36.0,2015-08-26,30.0,1,66.0,8,26,2015,0
fit,743639,917461,135.0,8.0,wedding,pear,dress,4,28.0,2015-10-19,32.0,2,68.0,10,19,2015,0
small,166318,1764436,125.0,8.0,work,athletic,sheath,4,29.0,2016-05-17,34.0,3,64.0,5,17,2016,0
small,247743,1490515,150.0,10.0,formal affair,pear,gown,17,30.0,2017-04-30,32.0,4,71.0,4,30,2017,1
fit,790354,131533,120.0,10.0,formal affair,hourglass,gown,12,20.0,2015-01-20,34.0,3,67.0,1,20,2015,1
large,643071,523845,155.0,8.0,wedding,athletic,gown,16,29.0,2017-05-15,36.0,3,67.0,5,15,2017,0
fit,303408,168610,,10.0,wedding,athletic,gown,12,37.0,2013-08-26,,,64.0,8,26,2013,1
small,822640,1220393,134.0,2.0,wedding,full bust,gown,16,59.0,2015-07-01,36.0,4,65.0,7,1,2015,0
fit,438864,190238,175.0,10.0,party,full bust,dress,28,60.0,2014-11-06,38.0,4,68.0,11,6,2014,1
small,779135,191514,220.0,8.0,formal affair,apple,dress,57,32.0,2015-02-04,38.0,4,69.0,2,4,2015,0
fit,524503,129831,125.0,10.0,formal affair,straight & narrow,dress,8,34.0,2013-10-31,32.0,3,69.0,10,31,2013,1
fit,911423,1348294,,10.0,wedding,,sheath,4,25.0,2016-09-29,,,67.0,9,29,2016,1
large,376685,423236,170.0,2.0,everyday,hourglass,dress,20,29.0,2017-06-26,36.0,3,69.0,6,26,2017,0
fit,539693,1594020,125.0,10.0,date,hourglass,dress,8,62.0,2017-09-01,32.0,4,64.0,9,1,2017,1
small,558621,136110,140.0,8.0,party,apple,dress,24,61.0,2015-04-01,36.0,2,63.0,4,1,2015,0
large,443149,160612,165.0,10.0,party,hourglass,dress,24,30.0,2012-10-16,36.0,4,69.0,10,16,2012,1
fit,739258,2044701,130.0,10.0,everyday,pear,jacket,8,25.0,2015-05-11,36.0,3,66.0,5,11,2015,1
fit,223774,150752,110.0,6.0,wedding,petite,gown,5,32.0,2015-06-20,34.0,1,64.0,6,20,2015,0
fit,147636,963476,105.0,8.0,formal affair,petite,sheath,1,23.0,2015-01-25,32.0,1,63.0,1,25,2015,0
fit,206781,517998,130.0,10.0,wedding,athletic,dress,8,28.0,2016-04-25,34.0,2,69.0,4,25,2016,1
fit,444534,2424875,135.0,10.0,date,hourglass,jumpsuit,12,36.0,2017-11-01,34.0,3,64.0,11,1,2017,1
fit,401141,1813420,122.0,10.0,date,full bust,sheath,12,56.0,2016-01-28,34.0,4,64.0,1,28,2016,1
fit,406658,127495,140.0,8.0,party,athletic,dress,14,28.0,2014-04-22,34.0,3,70.0,4,22,2014,0
small,710205,534612,135.0,10.0,wedding,athletic,maxi,14,32.0,2017-09-13,34.0,3,68.0,9,13,2017,1
fit,71586,1391320,180.0,10.0,party,full bust,dress,20,33.0,2017-12-09,36.0,5,66.0,12,9,2017,1
large,999910,147594,135.0,10.0,wedding,full bust,shift,12,33.0,2015-03-27,32.0,4,63.0,3,27,2015,1
small,235634,479018,,8.0,wedding,petite,dress,8,28.0,2016-10-04,32.0,2,63.0,10,4,2016,0
small,251027,1689782,154.0,10.0,wedding,hourglass,gown,16,31.0,2017-12-17,34.0,4,67.0,12,17,2017,1
large,533439,1064397,125.0,10.0,formal affair,,gown,5,27.0,2016-11-28,34.0,1,68.0,11,28,2016,1
fit,367882,1308013,112.0,10.0,formal affair,apple,dress,12,28.0,2016-01-17,34.0,3,59.0,1,17,2016,1
large,473918,883661,160.0,10.0,wedding,hourglass,dress,16,39.0,2016-02-01,38.0,4,67.0,2,1,2016,1
fit,603160,765473,125.0,10.0,formal affair,hourglass,gown,8,47.0,2017-09-02,34.0,3,64.0,9,2,2017,1
fit,548623,125424,135.0,10.0,other,athletic,dress,8,48.0,2017-03-28,32.0,3,62.0,3,28,2017,1
fit,806570,126335,150.0,10.0,party,hourglass,dress,12,33.0,2015-06-24,36.0,2,64.0,6,24,2015,1
fit,931030,218606,127.0,10.0,formal affair,athletic,gown,4,43.0,2016-02-09,36.0,3,68.0,2,9,2016,1
fit,510644,258206,,8.0,wedding,athletic,dress,8,29.0,2016-07-10,34.0,4,68.0,7,10,2016,0
large,734062,326784,,10.0,other,pear,dress,4,22.0,2016-07-11,,,68.0,7,11,2016,1
fit,732115,1720525,135.0,8.0,party,athletic,dress,12,48.0,2016-03-09,34.0,4,63.0,3,9,2016,0
fit,535400,1313746,130.0,10.0,formal affair,hourglass,shift,8,34.0,2015-12-18,34.0,4,64.0,12,18,2015,1
fit,849213,183200,140.0,6.0,formal affair,hourglass,dress,16,28.0,2012-02-09,34.0,4,64.0,2,9,2012,0
fit,210577,640839,135.0,10.0,wedding,hourglass,dress,12,34.0,2017-06-01,32.0,4,65.0,6,1,2017,1
fit,316324,1640972,,10.0,formal affair,,dress,24,32.0,2017-02-05,34.0,2,75.0,2,5,2017,1
large,183076,2477345,140.0,10.0,everyday,full bust,top,20,53.0,2017-06-12,38.0,3,64.0,6,12,2017,1
fit,157178,154652,130.0,10.0,other,petite,dress,1,31.0,2015-12-01,34.0,2,61.0,12,1,2015,1
fit,457646,497719,160.0,8.0,formal affair,hourglass,dress,20,43.0,2017-02-14,36.0,2,67.0,2,14,2017,0
fit,115911,1715008,130.0,8.0,other,petite,dress,8,32.0,2017-04-18,34.0,4,61.0,4,18,2017,0
fit,198319,145906,140.0,10.0,other,hourglass,gown,16,35.0,2014-06-05,34.0,3,69.0,6,5,2014,1
fit,707103,298830,150.0,10.0,everyday,full bust,shift,14,21.0,2017-07-26,36.0,5,64.0,7,26,2017,1
fit,772923,2370109,118.0,10.0,everyday,petite,jacket,4,47.0,2017-05-14,34.0,2,61.0,5,14,2017,1
fit,842449,2238060,158.0,10.0,vacation,hourglass,top,14,41.0,2017-06-05,36.0,3,69.0,6,5,2017,1
fit,130401,2468805,115.0,2.0,date,straight & narrow,romper,8,35.0,2016-02-19,32.0,2,66.0,2,19,2016,0
fit,760059,709987,145.0,10.0,everyday,apple,dress,16,31.0,2016-09-29,34.0,4,67.0,9,29,2016,1
fit,452369,741980,140.0,10.0,wedding,hourglass,dress,8,29.0,2017-10-03,34.0,3,65.0,10,3,2017,1
fit,690092,166633,120.0,8.0,wedding,petite,mini,4,27.0,2015-05-12,34.0,4,64.0,5,12,2015,0
small,780707,1857455,115.0,10.0,formal affair,petite,dress,1,30.0,2016-12-05,32.0,3,60.0,12,5,2016,1
fit,779357,730008,125.0,8.0,wedding,hourglass,dress,8,32.0,2015-04-10,34.0,3,66.0,4,10,2015,0
fit,402299,1378631,130.0,10.0,wedding,athletic,maxi,12,31.0,2015-03-16,32.0,4,66.0,3,16,2015,1
large,171664,2228385,108.0,10.0,everyday,hourglass,top,1,28.0,2017-10-31,30.0,3,63.0,10,31,2017,1
large,516345,1557314,140.0,8.0,wedding,pear,maxi,8,33.0,2016-10-01,,,64.0,10,1,2016,0
fit,250924,925665,154.0,8.0,party,full bust,dress,14,44.0,2015-04-06,36.0,4,63.0,4,6,2015,0
fit,843972,1717449,132.0,10.0,work,hourglass,dress,8,28.0,2017-02-08,32.0,4,63.0,2,8,2017,1
large,374642,1351301,145.0,8.0,other,athletic,shift,8,29.0,2016-11-08,36.0,4,66.0,11,8,2016,0
fit,220900,918064,140.0,8.0,other,pear,sheath,8,30.0,2016-05-30,34.0,2,71.0,5,30,2016,0
fit,53017,828847,250.0,10.0,date,hourglass,sheath,57,36.0,2014-08-28,38.0,4,65.0,8,28,2014,1
fit,695899,451300,128.0,10.0,work,full bust,shift,20,31.0,2016-07-19,34.0,4,66.0,7,19,2016,1
fit,776855,154002,100.0,6.0,formal affair,straight & narrow,gown,1,30.0,2014-03-25,32.0,1,66.0,3,25,2014,0
small,781097,2175054,198.0,10.0,everyday,apple,top,20,26.0,2017-03-28,34.0,3,66.0,3,28,2017,1
fit,941054,144051,132.0,10.0,wedding,pear,sheath,12,34.0,2014-08-26,34.0,2,68.0,8,26,2014,1
fit,590172,1669625,160.0,10.0,formal affair,hourglass,dress,20,44.0,2017-10-30,36.0,5,66.0,10,30,2017,1
fit,290275,127495,125.0,10.0,other,petite,dress,20,54.0,2017-03-12,34.0,2,60.0,3,12,2017,1
fit,614488,534612,150.0,8.0,everyday,pear,maxi,4,29.0,2017-05-03,32.0,2,64.0,5,3,2017,0
large,268510,2250584,,10.0,other,pear,top,4,32.0,2017-01-11,34.0,3,64.0,1,11,2017,1
large,874915,2522228,160.0,8.0,everyday,athletic,jacket,14,38.0,2017-11-22,36.0,3,71.0,11,22,2017,0
fit,390244,130259,165.0,10.0,wedding,athletic,dress,24,43.0,2013-01-27,36.0,4,67.0,1,27,2013,1
fit,310931,137585,,6.0,wedding,hourglass,sheath,20,29.0,2015-01-21,38.0,3,65.0,1,21,2015,0
fit,299795,432275,145.0,8.0,formal affair,full bust,gown,13,19.0,2016-03-22,36.0,4,66.0,3,22,2016,0
fit,786492,125564,145.0,8.0,formal affair,athletic,gown,13,34.0,2014-02-20,34.0,2,70.0,2,20,2014,0
fit,20736,164593,130.0,10.0,wedding,athletic,dress,8,37.0,2013-10-20,34.0,1,67.0,10,20,2013,1
fit,582733,928978,140.0,8.0,wedding,,dress,14,37.0,2017-06-01,,,67.0,6,1,2017,0
small,309050,1530271,150.0,8.0,wedding,pear,dress,16,24.0,2016-08-05,34.0,2,67.0,8,5,2016,0
fit,347365,1378631,138.0,10.0,formal affair,pear,maxi,5,31.0,2015-06-08,34.0,1,67.0,6,8,2015,1
fit,447999,1730182,,10.0,wedding,,gown,4,30.0,2016-09-17,,,67.0,9,17,2016,1
fit,230871,164593,135.0,8.0,formal affair,athletic,dress,16,28.0,2016-04-26,34.0,2,67.0,4,26,2016,0
fit,208313,756819,168.0,10.0,party,pear,sheath,28,55.0,2016-11-18,38.0,3,65.0,11,18,2016,1
fit,123260,1672802,122.0,8.0,wedding,athletic,sheath,4,30.0,2017-10-24,34.0,3,67.0,10,24,2017,0
fit,551158,1685669,149.0,8.0,everyday,straight & narrow,dress,8,27.0,2016-10-24,34.0,1,68.0,10,24,2016,0
fit,294962,144714,125.0,10.0,formal affair,straight & narrow,gown,4,22.0,2013-01-20,32.0,2,66.0,1,20,2013,1
large,432254,134849,,10.0,formal affair,athletic,gown,8,33.0,2012-04-25,34.0,2,63.0,4,25,2012,1
fit,657953,131533,130.0,10.0,wedding,hourglass,gown,5,26.0,2016-01-18,32.0,3,69.0,1,18,2016,1
fit,32770,155735,158.0,8.0,wedding,athletic,dress,16,28.0,2015-10-05,36.0,1,66.0,10,5,2015,0
large,156072,132738,125.0,10.0,formal affair,petite,gown,4,26.0,2012-10-05,34.0,2,62.0,10,5,2012,1
fit,443596,1313746,155.0,8.0,everyday,pear,shift,16,31.0,2015-11-13,36.0,2,66.0,11,13,2015,0
fit,773163,2024903,117.0,10.0,everyday,pear,coat,8,27.0,2016-12-20,34.0,1,63.0,12,20,2016,1
fit,178689,152662,145.0,10.0,formal affair,full bust,gown,20,30.0,2014-02-20,36.0,3,65.0,2,20,2014,1
fit,174637,158028,155.0,8.0,formal affair,athletic,gown,20,49.0,2012-12-05,36.0,2,70.0,12,5,2012,0
fit,439490,2537804,175.0,10.0,other,hourglass,jumpsuit,20,29.0,2017-07-27,32.0,5,71.0,7,27,2017,1
fit,500404,1206618,125.0,8.0,work,athletic,dress,4,36.0,2017-05-05,34.0,2,68.0,5,5,2017,0
large,799988,144727,237.0,8.0,formal affair,apple,sheath,51,40.0,2014-05-10,38.0,4,60.0,5,10,2014,0
fit,725601,627759,105.0,10.0,wedding,straight & narrow,dress,1,25.0,2016-11-25,34.0,1,64.0,11,25,2016,1
fit,616836,751867,140.0,10.0,party,athletic,sheath,20,31.0,2016-11-21,34.0,2,67.0,11,21,2016,1
fit,961257,1189511,145.0,10.0,formal affair,pear,dress,8,27.0,2017-04-22,34.0,2,71.0,4,22,2017,1
large,96407,154652,,10.0,other,hourglass,dress,8,28.0,2014-04-20,34.0,4,63.0,4,20,2014,1
fit,247808,145906,125.0,10.0,wedding,petite,gown,3,33.0,2014-06-11,34.0,2,63.0,6,11,2014,1
fit,981380,2299144,132.0,10.0,everyday,straight & narrow,cardigan,8,44.0,2017-10-03,34.0,3,70.0,10,3,2017,1
fit,633723,1516843,,10.0,wedding,athletic,dress,8,31.0,2016-11-02,34.0,2,66.0,11,2,2016,1
fit,282137,1153545,,8.0,wedding,,dress,12,29.0,2017-09-20,34.0,5,64.0,9,20,2017,0
fit,315761,1869763,110.0,8.0,party,straight & narrow,shift,1,34.0,2015-06-05,32.0,1,65.0,6,5,2015,0
small,252311,479018,105.0,10.0,other,petite,dress,8,25.0,2016-06-16,32.0,3,62.0,6,16,2016,1
fit,929918,1179273,180.0,10.0,party,hourglass,dress,20,29.0,2016-06-05,34.0,4,70.0,6,5,2016,1
small,814687,984289,170.0,8.0,party,pear,sheath,16,29.0,2014-09-18,34.0,3,70.0,9,18,2014,0
fit,269872,1279089,115.0,10.0,wedding,,dress,4,23.0,2017-05-18,32.0,5,64.0,5,18,2017,1
fit,684501,137585,102.0,8.0,wedding,petite,sheath,1,29.0,2014-07-28,34.0,3,59.0,7,28,2014,0
fit,264976,148690,125.0,10.0,formal affair,straight & narrow,dress,4,37.0,2016-11-19,34.0,2,69.0,11,19,2016,1
fit,560846,174086,135.0,10.0,formal affair,athletic,dress,4,24.0,2014-03-23,32.0,3,68.0,3,23,2014,1
fit,329010,784545,170.0,10.0,party,hourglass,dress,20,36.0,2015-09-23,36.0,4,70.0,9,23,2015,1
fit,696414,1476825,,10.0,formal affair,full bust,sheath,51,48.0,2015-06-25,38.0,4,63.0,6,25,2015,1
large,931908,124553,115.0,8.0,other,hourglass,dress,1,32.0,2014-04-05,32.0,4,68.0,4,5,2014,0
fit,621981,123793,165.0,8.0,formal affair,full bust,gown,24,20.0,2015-05-14,38.0,4,67.0,5,14,2015,0
fit,153609,2203043,135.0,10.0,work,hourglass,shirt,8,39.0,2016-05-08,34.0,3,61.0,5,8,2016,1
fit,562179,178527,140.0,10.0,other,athletic,dress,12,32.0,2014-04-14,34.0,2,68.0,4,14,2014,1
small,13405,397303,130.0,10.0,formal affair,pear,dress,24,35.0,2017-12-17,,,58.0,12,17,2017,1
fit,953768,1312996,145.0,10.0,wedding,apple,gown,24,35.0,2016-07-12,36.0,1,65.0,7,12,2016,1
fit,283389,2565135,145.0,10.0,party,hourglass,suit,12,24.0,2017-06-20,34.0,2,68.0,6,20,2017,1
fit,400403,1300249,180.0,10.0,everyday,full bust,sheath,24,42.0,2016-07-04,38.0,4,67.0,7,4,2016,1
fit,589617,569424,185.0,10.0,wedding,hourglass,sheath,28,32.0,2017-07-16,36.0,3,67.0,7,16,2017,1
small,617284,2102573,143.0,8.0,work,pear,jacket,14,38.0,2017-10-19,36.0,3,70.0,10,19,2017,0
small,557919,181453,113.0,10.0,formal affair,pear,dress,8,34.0,2012-12-17,32.0,1,63.0,12,17,2012,1
fit,535650,2216575,100.0,8.0,everyday,petite,skirt,1,34.0,2017-11-20,32.0,1,61.0,11,20,2017,0
fit,148600,2564595,128.0,8.0,vacation,pear,sweater,8,30.0,2018-01-03,34.0,2,65.0,1,3,2018,0
small,709215,1806296,,8.0,wedding,hourglass,sheath,20,32.0,2016-07-24,36.0,4,65.0,7,24,2016,0
fit,106918,958423,138.0,10.0,formal affair,athletic,gown,4,30.0,2017-11-25,34.0,2,65.0,11,25,2017,1
fit,238649,870184,148.0,10.0,wedding,pear,dress,20,34.0,2016-06-08,36.0,2,63.0,6,8,2016,1
large,459073,2625924,120.0,10.0,party,hourglass,jumpsuit,1,25.0,2016-03-04,32.0,4,62.0,3,4,2016,1
fit,743605,152662,145.0,10.0,formal affair,hourglass,gown,13,39.0,2014-09-01,34.0,3,67.0,9,1,2014,1
fit,486428,149739,140.0,8.0,formal affair,athletic,gown,17,48.0,2012-12-03,36.0,3,70.0,12,3,2012,0
large,344969,154652,133.0,6.0,vacation,hourglass,dress,8,34.0,2012-05-22,34.0,4,65.0,5,22,2012,0
fit,326919,1446293,,10.0,formal affair,full bust,gown,16,27.0,2016-03-13,,,63.0,3,13,2016,1
fit,187559,1866411,155.0,8.0,wedding,,dress,14,25.0,2017-10-24,,,70.0,10,24,2017,0
fit,474017,2872227,120.0,8.0,everyday,petite,jacket,4,28.0,2016-05-13,32.0,3,64.0,5,13,2016,0
small,72223,152836,130.0,8.0,party,petite,mini,8,30.0,2013-04-24,32.0,3,64.0,4,24,2013,0
